ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;BARRIO;COORDENADA-X;COORDENADA-Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
2020;3;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;11411
2020;3;2204;Centros culturales y bibliotecas;Biblioteca Mar�a Lej�rraga;CALLE PRINCESA DE EBOLI, 29 28050 MADRID;HORTALEZA;VALDEFUENTES;44.446.159.650.538.600;4.482.377.506.948.950;-3.655.348;40.490.239;AMBIBMLEJARRAGA_Electricidad_General* 0,1444;Procesado;Energia activa;Ninguno;kWh;4576,1804
2020;3;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2751
2020;3;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Gas_General;Externo;Gas;Gas;m3;5,7
2020;3;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;80
2020;3;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;9688
2020;3;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Gas_General;Externo;Gas;Gas;m3;0
2020;3;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;4262
2020;3;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.443.432.511.138.060;44.740.452.603.394.800;-3.656.014;4.041.517;AMCDMELIPAFUTBOL7_Gas_Futbol;Externo;Gas;Gas;m3;928,5
2020;3;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;0
2020;3;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia reactiva;Reactiva tarifa 3.1A;kVAr;0
2020;3;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia activa;Activa Interruptor Gral;kWh;51373
2020;3;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;Gas;m3;12142
2020;3;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1321
2020;3;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;33145
2020;3;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Gas_General;Externo;Gas;Gas;m3;9179
2020;3;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;8590
2020;3;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_CT2_Red - AMCDMGALLURFUTBOL_Red;Procesado;Energia activa;Activa Interruptor Gral;kWh;24989
2020;3;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_Gas_Piscina;Externo;Gas;Gas;m3;0
2020;3;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISTA_Gas_Pista;Externo;Gas;Gas;m3;0
2020;3;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;3536
2020;3;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1190
2020;3;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;1893,9
2020;3;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Gas;Externo;Gas;Gas;m3;75,2
2020;3;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;-1751,8
2020;3;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;45869
2020;3;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Gas_General;Externo;Gas;Ninguno;m3;10900,2
2020;3;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;2764
2020;3;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;28350
2020;3;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Gas_Piscina_Pabellon;Externo;Gas;Ninguno;m3;9686,1
2020;3;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;724
2020;3;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;16068
2020;3;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Gas_General;Externo;Gas;Ninguno;m3;4916
2020;3;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1552
2020;3;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;7099
2020;3;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Gas;Externo;Gas;Gas;m3;0
2020;3;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1854
2020;3;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;LOS JER�NIMOS;4.412.940.651.693.430;4.474.471.087.165.670;-36.919.909.715.652;404.187.965.631.925;AMCIBELES_Trafo_1 + AMCIBELES_Trafo_2 + AMCIBELES_Trafo_3 + AMCIBELES_Trafo_4 + AMCIBELES_General_Fase2;Procesado;Energia activa;Activa Contador Gral - Bus;kWh;333054
2020;3;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;6495
2020;3;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Gas;Externo;Gas;Gas;m3;3885,1
2020;3;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;2149
2020;3;1082;Centros administrativos;JMD Fuencarral;AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;43.984.257.074.066.200;4.481.114.664.624.740;-37.097.284.197.807;404.785.409.720.142;AMLAVAGUADACT_Junta_Distrito;Externo;Energia activa;Ninguno;kWh;7707,7
2020;3;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_General_BT;Externo;Energia activa; ;kWh;53511
2020;3;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_Gas;Externo;Gas;Gas;m3;14511
2020;3;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia activa;Activa Interruptor Gral;kWh;26532
2020;3;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_Gas;Externo;Gas;Gas;m3;13953
2020;3;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;255
2020;3;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;20949
2020;3;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Gas;Externo;Gas;Gas;m3;0
2020;3;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;5089,6
2020;3;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;1704,9
2020;3;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Gas;Externo;Gas;Gas;m3;1687,5
2020;3;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;-1082
2020;3;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;4308
2020;3;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Gas_General;Externo;Gas;Gas;m3;1376,2
2020;3;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1449
2020;3;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_General;Externo;Energia activa;Activa Interruptor Gral;kWh;4021
2020;3;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_Gas_General;Externo;Gas;Gas;m3;807,6
2020;3;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;933
2020;3;702;Centros culturales y bibliotecas;Biblioteca Pablo Neruda;CALLE ASCAO, 4 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;445.565.184.828.011;4.475.620.001.964.050;-3.641.747;40.429.437;AMBIBPABLONERUDA_Gas_General*0,72;Procesado;Gas;Gas;m3;856,296
2020;3;702;Centros culturales y bibliotecas;Biblioteca Pablo Neruda;CALLE ASCAO, 4 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;445.565.184.828.011;4.475.620.001.964.050;-3.641.747;40.429.437;AMBIBPABLONERUDA_Electricidad_General-AMBIBPABLONERUDA_Centro_Dia;Procesado;Energia activa;Ninguno;kWh;4523
2020;4;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;24119
2020;4;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Gas_General;Externo;Gas;Ninguno;m3;4901,3
2020;4;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1784
2020;4;1918;Centros deportivos;CDM Cerro Almod�var;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;SANTA EUGENIA;4.488.387.331.292.700;4.470.403.717.932.470;-3.602.737;40.382.653;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energia activa;Ninguno;kWh;24479
2020;4;1918;Centros deportivos;CDM Cerro Almod�var;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;SANTA EUGENIA;4.488.387.331.292.700;4.470.403.717.932.470;-3.602.737;40.382.653;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;3221
2020;4;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2271
2020;4;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Gas_general;Externo;Gas;Ninguno;m3;0
2020;4;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1163
2020;4;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;18702
2020;4;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Gas;Externo;Gas;Gas;m3;0
2020;4;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energia reactiva;Reactiva tarifa 6.1A;kVAr;6410
2020;4;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2973
2020;4;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Gas_General;Externo;Gas;Ninguno;m3;0
2020;4;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;63
2020;4;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2782,8
2020;4;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Gas_General;Externo;Gas;Ninguno;m3;0
2020;4;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;ZOFIO;4.392.357.269.480.180;4.470.063.370.086.310;-3.715.831;40.378.942;AMCPPRADOLONGO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;5,6
2020;4;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1810,5
2020;4;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Gas_General;Externo;Gas;Ninguno;m3;0
2020;4;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;ORCASITAS;4.389.556.114.543.370;4.468.897.524.748.010;-3.719.019;40.368.419;AMCPPRICO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0
2020;4;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;3423,5
2020;4;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Gas;Externo;Gas;Gas;m3;403,8
2020;4;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;PALACIO;4.396.427.023.183.110;4.473.629.386.328.640;-3.711.375;40.411.096;AMCPPALOMA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,2
2020;4;906;Centros culturales y bibliotecas;CC Conde Duque;CALLE CONDE DUQUE, 11 28015 MADRID;CENTRO;UNIVERSIDAD;43.971.607.760.348.200;4.475.426.585.031.900;-3.710.680.603.981;404.272.912.991.656;acciona_condeduque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;107099
